Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.42,0,0.6034885030704151929231556580,0.603488503070415,0.603488503070415,0.603488503070415,0.603488503070415,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,29450180
0.43,0,0.6037209323757199429591724812,0.60372093237572,0.60372093237572,0.60372093237572,0.60372093237572,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,30151380
0.44,0,0.6039706899876299248154331793,0.60397068998763,0.60397068998763,0.60397068998763,0.60397068998763,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,30852570
0.45,0,0.6042374627519352742636867939,0.604237462751935,0.604237462751935,0.604237462751935,0.604237462751935,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,31553760
0.46,0,0.6045209915328361405097116541,0.604520991532836,0.604520991532836,0.604520991532836,0.604520991532836,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,32254960
0.47,0,0.6048210901084986003396527575,0.604821090108499,0.604821090108499,0.604821090108499,0.604821090108499,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,32956160
0.48,0,0.6051375899283457875155656494,0.605137589928346,0.605137589928346,0.605137589928346,0.605137589928346,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,33657350
0.49,0,0.6054705848293828123520541601,0.605470584829383,0.605470584829383,0.605470584829383,0.605470584829383,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,34358540
0.50,0,0.6058195993032609112441704447,0.605819599303261,0.605819599303261,0.605819599303261,0.605819599303261,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,35059740
0.51,0,0.6061848204543603125388102511,0.60618482045436,0.60618482045436,0.60618482045436,0.60618482045436,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,35760930
0.52,0,0.6065662662559316480699633575,0.606566266255932,0.606566266255932,0.606566266255932,0.606566266255932,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,36462130
0.53,0,0.6069640150510698495170819501,0.60696401505107,0.60696401505107,0.60696401505107,0.60696401505107,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,37163320
0.54,0,0.6073781821105157806511255192,0.607378182110516,0.607378182110516,0.607378182110516,0.607378182110516,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,37864520
0.55,0,0.6079908203151171436205040722,0.607990820315117,0.607990820315117,0.607990820315117,0.607990820315117,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,38565720
0.56,0,0.6087419371123074547720704307,0.608741937112308,0.608741937112308,0.608741937112308,0.608741937112308,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,39266910
0.57,0,0.6095033777930124482380963530,0.609503377793013,0.609503377793013,0.609503377793013,0.609503377793013,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,39968100
0.58,0,0.6102757220768190336612273174,0.610275722076819,0.610275722076819,0.610275722076819,0.610275722076819,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,40669300
0.59,0,0.6110596096848449120266421734,0.611059609684845,0.611059609684845,0.611059609684845,0.611059609684845,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,41370490
0.60,0,0.6118557303397280955359106580,0.611855730339728,0.611855730339728,0.611855730339728,0.611855730339728,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,42071690
0.61,0,0.6136583053984179249966187243,0.613658305398418,0.613658305398418,0.613658305398418,0.613658305398418,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,42772880
0.62,0,0.6154390366257600883910387217,0.61543903662576,0.61543903662576,0.61543903662576,0.61543903662576,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,43474080
0.63,0,0.6172344800768910520551742495,0.617234480076891,0.617234480076891,0.617234480076891,0.617234480076891,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,44175270
0.64,0,0.6190456054804240667631981485,0.619045605480424,0.619045605480424,0.619045605480424,0.619045605480424,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,44876460
0.65,0,0.6208735225664412838749617333,0.620873522566441,0.620873522566441,0.620873522566441,0.620873522566441,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,45577660
0.66,0,0.6227194110664804901783166890,0.62271941106648,0.62271941106648,0.62271941106648,0.62271941106648,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,46278860
0.67,0,0.6245846107135264452787403986,0.624584610713526,0.624584610713526,0.624584610713526,0.624584610713526,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,46980050
0.68,0,0.6264705912420027852626129863,0.626470591242003,0.626470591242003,0.626470591242003,0.626470591242003,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,47681250
0.69,0,0.6283789823877580125080035931,0.628378982387758,0.628378982387758,0.628378982387758,0.628378982387758,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,48382440
0.70,0,0.6303116238880579781058313249,0.630311623888058,0.630311623888058,0.630311623888058,0.630311623888058,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,49083640
0.71,0,0.6316679354815761604916066751,0.631667935481576,0.631667935481576,0.631667935481576,0.631667935481576,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,49784830
0.72,0,0.6329872969083816502877534211,0.632987296908382,0.632987296908382,0.632987296908382,0.632987296908382,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,50486030
0.73,0,0.6343067379099329802405373828,0.634306737909933,0.634306737909933,0.634306737909933,0.634306737909933,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,51187220
0.74,0,0.6356262382290643425466205085,0.635626238229064,0.635626238229064,0.635626238229064,0.635626238229064,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,51888420
0.75,0,0.6369458076099801000321057287,0.63694580760998,0.63694580760998,0.63694580760998,0.63694580760998,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,52589610
0.76,0,0.6382654557982418397527427576,0.638265455798242,0.638265455798242,0.638265455798242,0.638265455798242,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,53290800
0.77,0,0.6395851625407619066572051360,0.639585162540762,0.639585162540762,0.639585162540762,0.639585162540762,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,53992000
0.78,0,0.6409049475857913859451799384,0.640904947585791,0.640904947585791,0.640904947585791,0.640904947585791,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,54693190
0.79,0,0.6422247906829130467306448160,0.642224790682913,0.642224790682913,0.642224790682913,0.642224790682913,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,55394390
0.80,0,0.6435447015830306831578416084,0.643544701583031,0.643544701583031,0.643544701583031,0.643544701583031,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,56095580
0.81,0,0.6463354000383621468224372924,0.646335400038362,0.646335400038362,0.646335400038362,0.646335400038362,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,56796780
0.82,0,0.6491261558024275303717297831,0.649126155802428,0.649126155802428,0.649126155802428,0.649126155802428,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,57497970
0.83,0,0.6519167806504412824100410721,0.651916780650441,0.651916780650441,0.651916780650441,0.651916780650441,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,58199170
0.84,0,0.6547076702977043824041103654,0.654707670297704,0.654707670297704,0.654707670297704,0.654707670297704,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,58900360
0.85,0,0.6574986365219954480727194107,0.657498636521996,0.657498636521996,0.657498636521996,0.657498636521996,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,59601560
0.86,0,0.6602896590819607540184339199,0.660289659081961,0.660289659081961,0.660289659081961,0.660289659081961,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,60302750
0.87,0,0.6630807477375057091172288969,0.663080747737506,0.663080747737506,0.663080747737506,0.663080747737506,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,61003950
0.88,0,0.6658719122497885376975334904,0.665871912249789,0.665871912249789,0.665871912249789,0.665871912249789,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,61705140
0.89,0,0.6686631323812078443825528911,0.668663132381208,0.668663132381208,0.668663132381208,0.668663132381208,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,62406340
0.90,0,0.6714544178953989003008488050,0.671454417895399,0.671454417895399,0.671454417895399,0.671454417895399,0,0,0,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,63107530
0.91,0,0.676020307937088,0.676020307937088,0.676020307937088,0.676020307937088,0.676020307937088,0,0,0,0,9.0455711209302,87.5593616830447,87.35604562584,63808730
0.92,0,0.689717978062154,0.689717978062154,0.689717978062154,0.689717978062154,0.689717978062154,0,0,0,0,9.23511687985295,87.7483399438229,87.3417078294134,64509920
0.93,0,0.707001296521811,0.707001296521811,0.707001296521811,0.707001296521811,0.707001296521811,0,0,0,0,9.4246626387757,87.9373182046012,87.3273700329869,65211120
0.94,0,0.721021428253527,0.721021428253527,0.721021428253527,0.721021428253527,0.721021428253527,0,0,0,0,9.61420839769845,88.1262964653794,87.3130322365604,65912310
0.95,0,0.735041559985244,0.735041559985244,0.735041559985244,0.735041559985244,0.735041559985244,0,0,0,0,9.8037541566212,88.3152747261576,87.2986944401339,66613500
0.96,0,0.74906169171696,0.74906169171696,0.74906169171696,0.74906169171696,0.74906169171696,0,0,0,0,9.99329991554396,88.5042529869358,87.2843566437074,67314700
0.97,0,0.763081823448676,0.763081823448676,0.763081823448676,0.763081823448676,0.763081823448676,0,0,0,0,10.1828456744667,88.693231247714,87.2700188472808,68015900
0.98,0,0.777101955180393,0.777101955180393,0.777101955180393,0.777101955180393,0.777101955180393,0,0,0,0,10.3723914333895,88.8822095084923,87.2556810508543,68717090
0.99,0,0.791122086912109,0.791122086912109,0.791122086912109,0.791122086912109,0.791122086912109,0,0,0,0,10.5619371923122,89.0711877692705,87.2413432544278,69418290
1.00,0,0.805142218643825,0.805142218643826,0.805142218643826,0.805142218643826,0.805142218643826,0,0,0,0,10.751482951235,89.2601660300487,87.2270054580012,70119480
1.01,0,0.819162350375542,0.819162350375542,0.819162350375542,0.819162350375542,0.819162350375542,0,0,0,0,10.9410287101577,89.4491442908269,87.2126676615747,70820670
1.02,0,0.833182482107258,0.833182482107258,0.833182482107258,0.833182482107258,0.833182482107258,0,0,0,0,11.1305744690805,89.6381225516052,87.1983298651482,71521860
1.03,0,0.847202613838974,0.847202613838974,0.847202613838974,0.847202613838974,0.847202613838974,0,0,0,0,11.3201202280032,89.8271008123834,87.1839920687217,72223060
1.04,0,0.861222745570691,0.861222745570691,0.861222745570691,0.861222745570691,0.861222745570691,0,0,0,0,11.509665986926,90.0160790731616,87.1696542722951,72924260
1.05,0,0.8752428773024068881204370950,0.875242877302407,0.875242877302407,0.875242877302407,0.875242877302407,0,0.000000,0.000000,0,11.699211745848709320589031681,90.20505733393982434588358738,87.15531647586862007994054966,73625450
1.06,0,0.8746576663751203087723822336,0.87465766637512,0.87465766637512,0.87465766637512,0.87465766637512,0,0.000000,0.000000,0,11.707291389507799320589031681,90.18906857151133279052839038,87.14332032805737860466265386,74326640
1.07,0,0.8740868210801534145518594147,0.874086821080154,0.874086821080154,0.874086821080154,0.874086821080154,0,0.000000,0.000000,0,11.71469503744868932058903168,90.17484824206332509766395655,87.13270290570717838556842601,75027850
1.08,0,0.8735299574361864025273644538,0.873529957436186,0.873529957436186,0.873529957436186,0.873529957436186,0,0.000000,0.000000,0,11.72156548644695932058903168,90.16198906517943986834707416,87.12314334276072773290639787,75729040
1.09,0,0.8729867426389550913656866078,0.872986742638955,0.872986742638955,0.872986742638955,0.872986742638955,0,0.000000,0.000000,0,11.72800165357527932058903168,90.15038382329156074154134843,87.11457364722850231620435777,76430230
1.10,0,0.8724568053468276793505726161,0.872456805346828,0.872456805346828,0.872456805346828,0.872456805346828,0,0.000000,0.000000,0,11.734075347078979320589031681,90.13962591687465169499990004,87.1066544518961529185879961,77131430
1.11,0,0.8719397659653212620328252811,0.871939765965321,0.871939765965321,0.871939765965321,0.871939765965321,0,0.000000,0.000000,0,11.73984063079045932058903168,90.12975025618988703014309012,87.09943108001584747144385182,77832620
1.12,0,0.8714352969296511707322325636,0.871435296929651,0.871435296929651,0.871435296929651,0.871435296929651,0,0.000000,0.000000,0,11.74533938358883932058903168,90.12063414980124134534119985,87.0928065595034957461007249,78533820
1.13,0,0.8709429929844581275992617158,0.870942992984458,0.870942992984458,0.870942992984458,0.870942992984458,0,0.000000,0.000000,0,11.750604815464069320589031681,90.11205478628064261257319603,87.0865932363385392122421424,79235010
1.14,0,0.8704661286694105665984131122,0.87046612866941,0.87046612866941,0.87046612866941,0.87046612866941,0,0.000000,0.000000,0,11.75566378743338932058903168,90.10406596218693011511930292,87.08084579865242296590049676,79936210
1.15,0,0.8700863452266783943342879860,0.870086345226678,0.870086345226678,0.870086345226678,0.870086345226678,0,0.000000,0.000000,0,11.76053837017019932058903168,90.09660319520890786268300836,87.07551329194204678894390438,80637400
1.16,0,0.8688857918643199325926430556,0.86888579186432,0.86888579186432,0.86888579186432,0.86888579186432,0,0.000000,0.000000,0,11.76524693099554932058903168,90.08961871696645178733069914,87.07055851180354671993325198,81338590
1.17,0,0.8677098215531836638116815042,0.867709821553184,0.867709821553184,0.867709821553184,0.867709821553184,0,0.000000,0.000000,0,11.76980498975799932058903168,90.08301105480287188535647895,87.06589608834651458282525363,82039780
1.18,0,0.8665841219202651434923668056,0.866584121920265,0.866584121920265,0.866584121920265,0.866584121920265,0,0.000000,0.000000,0,11.77422576813926932058903168,90.07684949904068165293942437,87.06159073556235239055743145,82740980
1.19,0,0.8652400079389264489603278708,0.865240007938926,0.865240007938926,0.865240007938926,0.865240007938926,0,0.000000,0.000000,0,11.77852061226877932058903168,90.07097453657528958306627095,87.05750472897994405932005097,83442180
1.20,0,0.8632500798608145302765288055,0.863250079860814,0.863250079860814,0.863250079860814,0.863250079860814,0,0.000000,0.000000,0,11.78269939469747932058903168,90.06548340128554223728936682,87.05372654945955001814242303,84143380
1.21,0,0.8613098094127704769100282596,0.86130980941277,0.86130980941277,0.86130980941277,0.86130980941277,0,0.000000,0.000000,0,11.78677075550849932058903168,90.06031807399546559529133815,87.05020732019539218671145725,84844580
1.22,0,0.8594175703865867582092657928,0.859417570386587,0.859417570386587,0.859417570386587,0.859417570386587,0,0.000000,0.000000,0,11.79074225278100932058903168,90.05534239811376050273492799,87.04682889027478424909738322,85545770
1.23,0,0.8575717647443203174088806418,0.85757176474432,0.85757176474432,0.85757176474432,0.85757176474432,0,0.000000,0.000000,0,11.79462058484856932058903168,90.05075617160386956521741179,87.04376943880442932982652179,86246960
1.24,0,0.8557713741353056440694696118,0.855771374135306,0.855771374135306,0.855771374135306,0.855771374135306,0,0.000000,0.000000,0,11.79841174196365932058903168,90.0463585937550017946132047,87.04085332313042331949944015,86948150
1.25,0,0.8540152835897486655484499379,0.854015283589749,0.854015283589749,0.854015283589749,0.854015283589749,0,0.000000,0.000000,0,11.80212103042613932058903168,90.04218952274250855563711236,87.0381171601294908958897274,87649350
1.26,0,0.8523025038146798953307397405,0.85230250381468,0.85230250381468,0.85230250381468,0.85230250381468,0,0.000000,0.000000,0,11.80575326714892932058903168,90.03830029796911826353387986,87.03560757857600623500383643,88350540
1.27,0,0.8506323049116481250015293058,0.850632304911648,0.850632304911648,0.850632304911648,0.850632304911648,0,0.000000,0.000000,0,11.809312744564449320589031681,90.03466211848227157609764526,87.03330031589777846381423224,89051740
1.28,0,0.8490039574510313995605567290,0.849003957451032,0.849003957451032,0.849003957451032,0.849003957451032,0,0.000000,0.000000,0,11.812803400091349320589031681,90.03116495229937175077621328,87.03109928471546712704661571,89752930
1.29,0,0.8474168084736018784507473716,0.847416808473602,0.847416808473602,0.847416808473602,0.847416808473602,0,0.000000,0.000000,0,11.81622877689292932058903168,90.02794900584883546690657595,87.02912924188676664086000367,90454130
1.30,0,0.8458700508996193830621236124,0.845870050899619,0.845870050899619,0.845870050899619,0.845870050899619,0,0.000000,0.000000,0,11.81959213659814932058903168,90.02482938685683748371183363,87.02722781038517647205817564,91155320
1.31,0,0.8443634053607097161816078143,0.84436340536071,0.84436340536071,0.84436340536071,0.84436340536071,0,0.000000,0.000000,0,11.82289640151292932058903168,90.02194662822422028309048738,87.0255198753960568244808086,91856510
1.32,0,0.8428960537921202173885844688,0.84289605379212,0.84289605379212,0.84289605379212,0.84289605379212,0,0.000000,0.000000,0,11.82614433009086932058903168,90.0192829473818862677232347,87.0239904855392812620757607,92557720
1.33,0,0.8414677343344288251506650317,0.841467734334429,0.841467734334429,0.841467734334429,0.841467734334429,0,0.000000,0.000000,0,11.82933837413474932058903168,90.01674109111868413821488137,87.02255442248630232405318712,93258910
1.34,0,0.8400777672210219126542136360,0.840077767221022,0.840077767221022,0.840077767221022,0.840077767221022,0,0.000000,0.000000,0,11.83248088357363932058903168,90.01430630504921920360541642,87.02119928816028291647287853,93960100
1.35,0,0.8387259314242125820715900871,0.838725931424213,0.838725931424213,0.838725931424213,0.838725931424213,0,0.000000,0.000000,0,11.83557394736323932058903168,90.01212283763767311169589389,87.0200530465101949859249993,94661300
1.36,0,0.8374116218884771607625337671,0.837411621888477,0.837411621888477,0.837411621888477,0.837411621888477,0,0.000000,0.000000,0,11.83861956209404932058903168,90.01009673430823922201193624,87.01903326428034408430295152,95362500
1.37,0,0.8361345672277934864377836754,0.836134567227794,0.836134567227794,0.836134567227794,0.836134567227794,0,0.000000,0.000000,0,11.84161955454623932058903168,90.00821898386222042192194078,87.01813247941649307922504779,96063690
1.38,0,0.8348944077899454355370855361,0.834894407789946,0.834894407789946,0.834894407789946,0.834894407789946,0,0.000000,0.000000,0,11.84457561834101932058903168,90.0064754060056505242487324,87.01733862755948131067128422,96764880
1.39,0,0.8336907840164745656391007186,0.833690784016475,0.833690784016475,0.833690784016475,0.833690784016475,0,0.000000,0.000000,0,11.84748931769059932058903168,90.00485683991313016924898151,87.01664404223344523451624602,97466070
1.40,0,0.8325233050413607068319704272,0.832523305041361,0.832523305041361,0.832523305041361,0.832523305041361,0,0.000000,0.000000,0,11.850362169399699320589031679,90.00335038197648510070462078,87.01603773629499570545936798,98167270
1.41,0,0.8313916474847955980516788928,0.831391647484796,0.831391647484796,0.831391647484796,0.831391647484796,0,0.000000,0.000000,0,11.85319555048602932058903168,90.00202973349735059955182823,87.01558518945686341017558646,98868460
1.42,0,0.8302955344066845009588793083,0.830295534406684,0.830295534406684,0.830295534406684,0.830295534406684,0,0.000000,0.000000,0,11.85599071764076932058903168,90.00088378299237492277720157,87.01527693388123758119760113,99569660
1.43,0,0.8292347743924810370770904004,0.829234774392481,0.829234774392481,0.829234774392481,0.829234774392481,0,0.000000,0.000000,0,11.85874890287114932058903168,89.999828366256524697414939,87.01503895582117186263263664,100270800
